price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,year,saleprice
3850000,3850,2,1,1,yes,no,no,no,no,0,no,semi-furnished,,
3850000,2015,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished,,
3850000,2176,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished,,
3836000,3350,3,1,2,yes,no,no,no,no,0,no,unfurnished,,
3815000,3150,2,2,1,no,no,yes,no,no,0,no,semi-furnished,,
3780000,4820,3,1,2,yes,no,no,no,no,0,no,semi-furnished,,
3780000,3420,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,,
3780000,3600,2,1,1,yes,no,no,no,no,0,no,semi-furnished,,
3780000,5830,2,1,1,yes,no,no,no,no,2,no,unfurnished,,
3780000,2856,3,1,3,yes,no,no,no,no,0,yes,furnished,,
3780000,8400,2,1,1,yes,no,no,no,no,1,no,furnished,,
3773000,8250,3,1,1,yes,no,no,no,no,2,no,furnished,,
3773000,2520,5,2,1,no,no,yes,no,yes,1,no,furnished,,
3773000,6930,4,1,2,no,no,no,no,no,1,no,furnished,,
3745000,3480,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,,
3710000,3600,3,1,1,yes,no,no,no,no,1,no,unfurnished,,
3710000,4040,2,1,1,yes,no,no,no,no,0,no,semi-furnished,,
3710000,6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished,,
3710000,4050,2,1,1,yes,no,no,no,no,0,no,furnished,,
3710000,3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished,,
3703000,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished,,
3703000,5450,2,1,1,yes,no,no,no,no,0,no,furnished,,
3675000,3630,2,1,1,yes,no,yes,no,no,0,no,furnished,,
3675000,3630,2,1,1,yes,no,no,no,yes,0,no,unfurnished,,
3675000,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished,,
3675000,3600,2,1,1,yes,no,no,no,no,0,no,furnished,,
3640000,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished,,
3640000,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,,
3640000,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished,,
3640000,3000,2,1,2,yes,no,no,no,yes,0,no,furnished,,
3640000,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished,,
3640000,5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished,,
3640000,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished,,
3640000,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished,,
3640000,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished,,
3633000,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished,,
3605000,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished,,
3605000,4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished,,
3570000,3150,3,1,2,yes,no,yes,no,no,0,no,furnished,,
3570000,4500,4,2,2,yes,no,yes,no,no,2,no,furnished,,
3570000,4500,2,1,1,no,no,no,no,no,0,no,furnished,,
3570000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
3535000,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished,,
3500000,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,,
3500000,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished,,
3500000,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished,,
3500000,2135,3,2,2,no,no,no,no,no,0,no,unfurnished,,
3500000,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,,
3500000,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished,,
3500000,7424,3,1,1,no,no,no,no,no,0,no,unfurnished,,
3500000,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished,,
3500000,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished,,
3500000,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished,,
3500000,5900,2,1,1,yes,no,no,no,no,1,no,furnished,,
3500000,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished,,
3500000,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished,,
3500000,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished,,
3500000,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished,,
3500000,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
3500000,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished,,
3493000,4900,3,1,2,no,no,no,no,no,0,no,unfurnished,,
3465000,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished,,
3465000,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished,,
3465000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,,
3430000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
3430000,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished,,
3430000,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished,,
3430000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished,,
3430000,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished,,
3430000,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished,,
3423000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
3395000,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished,,
3395000,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished,,
3395000,3640,2,1,1,yes,no,no,no,no,0,no,furnished,,
3360000,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished,,
3360000,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished,,
3360000,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished,,
3360000,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
3360000,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished,,
3360000,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished,,
3360000,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished,,
3360000,3185,2,1,1,yes,no,yes,no,no,2,no,furnished,,
3353000,2700,3,1,1,no,no,no,no,no,0,no,furnished,,
3332000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,,
3325000,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished,,
3325000,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished,,
3290000,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished,,
3290000,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished,,
3290000,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished,,
3290000,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished,,
3290000,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished,,
3290000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
3290000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished,,
3290000,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished,,
3255000,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished,,
3255000,3930,2,1,1,no,no,no,no,no,0,no,unfurnished,,
3234000,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished,,
3220000,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished,,
3220000,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished,,
3220000,4320,3,1,1,no,no,no,no,no,1,no,unfurnished,,
3220000,3120,3,1,2,no,no,no,no,no,0,no,furnished,,
3150000,3450,1,1,1,yes,no,no,no,no,0,no,furnished,,
3150000,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished,,
3150000,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished,,
3150000,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished,,
3150000,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished,,
3150000,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,,
3150000,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished,,
3150000,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished,,
3150000,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished,,
3143000,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished,,
3129000,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished,,
3118850,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,,
3115000,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished,,
3115000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,,
3115000,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
3087000,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished,,
3080000,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished,,
3080000,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished,,
3080000,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished,,
3080000,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished,,
3045000,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
3010000,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished,,
3010000,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished,,
3010000,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished,,
3010000,4600,2,1,1,yes,no,no,no,no,0,no,furnished,,
3010000,5076,3,1,1,no,no,no,no,no,0,no,unfurnished,,
3010000,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished,,
3010000,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished,,
3003000,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
2975000,4352,4,1,2,no,no,no,no,no,1,no,unfurnished,,
2961000,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished,,
2940000,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished,,
2940000,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
2940000,3600,3,1,2,no,no,no,no,no,1,no,unfurnished,,
2940000,3660,4,1,2,no,no,no,no,no,0,no,unfurnished,,
2940000,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished,,
2940000,2700,2,1,1,no,no,no,no,no,0,no,furnished,,
2940000,3150,3,1,2,no,no,no,no,no,0,no,unfurnished,,
2940000,6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished,,
2870000,3040,2,1,1,no,no,no,no,no,0,no,unfurnished,,
2870000,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
2870000,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished,,
2870000,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished,,
2852500,5200,4,1,3,yes,no,no,no,no,0,no,unfurnished,,
2835000,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished,,
2835000,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished,,
2835000,2640,2,1,1,no,no,no,no,no,1,no,furnished,,
2800000,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished,,
2800000,3960,3,1,1,yes,no,no,no,no,0,no,furnished,,
2730000,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
2730000,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished,,
2695000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
2660000,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
2660000,2000,2,1,2,yes,no,no,no,no,0,no,semi-furnished,,
2660000,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished,,
2660000,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished,,
2660000,2430,3,1,1,no,no,no,no,no,0,no,unfurnished,,
2660000,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished,,
2660000,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished,,
2653000,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished,,
2653000,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished,,
2604000,2910,2,1,1,no,no,no,no,no,0,no,unfurnished,,
2590000,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
2590000,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
2590000,3600,2,2,2,yes,no,yes,no,no,1,no,furnished,,
2520000,2880,3,1,1,no,no,no,no,no,0,no,unfurnished,,
2520000,3180,3,1,1,no,no,no,no,no,0,no,unfurnished,,
2520000,3000,2,1,2,yes,no,no,no,no,0,no,furnished,,
2485000,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished,,
2485000,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished,,
2450000,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished,,
2450000,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished,,
2450000,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished,,
2450000,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished,,
2450000,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished,,
2450000,7700,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
2408000,3635,2,1,1,no,no,no,no,no,0,no,unfurnished,,
2380000,2475,3,1,2,yes,no,no,no,no,0,no,furnished,,
2380000,2787,4,2,2,yes,no,no,no,no,0,no,furnished,,
2380000,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
2345000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
2310000,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
2275000,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished,,
2275000,3970,1,1,1,no,no,no,no,no,0,no,unfurnished,,
2275000,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished,,
2240000,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished,,
2233000,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished,,
2135000,3000,2,1,1,no,no,no,no,no,0,no,unfurnished,,
2100000,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished,,
2100000,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished,,
2100000,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished,,
1960000,3420,5,1,2,no,no,no,no,no,0,no,unfurnished,,
1890000,1700,3,1,2,yes,no,no,no,no,0,no,unfurnished,,
1890000,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
1855000,2990,2,1,1,no,no,no,no,no,1,no,unfurnished,,
1820000,3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished,,
1767150,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished,,
1750000,3620,2,1,1,yes,no,no,no,no,0,no,unfurnished,,
1750000,2910,3,1,1,no,no,no,no,no,0,no,furnished,,
1750000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished,,
